기간별조회,,,,,,,,,
날짜,평균기온,최고기온,최저기온,습도,풍향,풍속,강수량,일사량,일조시간
2021-03-16,13.1,18.6,3.3,51.7,서남서,1.3,0,18.5,-
2021-03-17,7.7,19,-2.9,61.8,남남동,0.5,0,19,-
2021-03-18,8.7,17.2,-0.2,70.8,동남동,0.8,0,16.8,-
2021-03-19,9.4,16.5,2.9,67.1,동,1.2,0,14.9,-
2021-03-20,7.4,9.4,3.5,91.4,남,0.3,2,2.3,-
2021-03-21,7.4,10.7,3.8,63.8,서남서,2.2,0,10.6,-
2021-03-22,6.6,12.6,-0.5,42.1,서남서,1.8,0,20.1,-
2021-03-23,7.9,19.4,-3.5,51.5,서남서,1,0,20.4,-
2021-03-24,7.1,17.9,-2.8,56.9,남남서,0.5,0,14,-
2021-03-25,9.4,21.9,-2.2,58.6,남남서,0.7,0,20.9,-
2021-03-26,12,24.3,-0.9,52.2,동남동,0.6,0,19,-
2021-03-27,10.2,17.1,1.9,80.8,동,0.4,14,5.4,-
2021-03-28,12.3,15.7,5.1,82,서남서,1.4,8.5,13.6,-
2021-03-29,11.8,18.2,5.3,56.1,서남서,1.4,0,18.3,-
2021-03-30,11.5,20.8,2.6,45.9,남서,0.8,0,22.9,-
2021-03-31,11,23.6,-1.8,54.6,동남동,0.8,0,21.9,-
2021-04-01,10.4,18.9,1.6,59.7,동,1.4,0,17.3,-
2021-04-02,13.6,21.2,5.3,62.6,동남동,0.9,0,16.3,-
2021-04-03,14.3,19.9,9.6,83.3,동,0.3,19.5,5.4,-
2021-04-04,9.6,14.6,3.8,81.6,동,1,21.5,5.6,-
2021-04-05,7.7,17.7,-1.2,61.8,동남동,0.7,0,24.1,-
2021-04-06,10.5,21.4,-0.6,54.5,서남서,1,0,21.7,-
2021-04-07,11.9,22.9,0.5,53.1,남서,0.8,0,23.6,-
2021-04-08,11.1,20.6,1.2,51.6,남서,0.8,0,23.5,-
2021-04-09,7.3,13.6,-0.1,69.2,동,1.3,0,16.7,-
2021-04-10,8.5,18.8,-2.1,60.9,남,0.5,0,23.3,-
2021-04-11,11.2,22.6,-0.5,57.5,남동,0.6,0,22.7,-
2021-04-12,10.5,13.5,5.4,80.2,동,0.2,17.5,5.4,-
2021-04-13,14.5,19.1,6.5,65.8,서남서,1.9,0.5,17.5,-
2021-04-14,9.5,17.1,2.7,46.7,서남서,1.6,0,25.6,-
2021-04-15,8.2,18.8,-2.1,58.7,남동,0.5,0,18.9,-
2021-04-16,10.9,20.5,0.8,67,서남서,0.8,0,15.4,-
2021-04-17,10.9,18.6,4.4,55.7,서남서,1.1,0,19.4,-
2021-04-18,9.5,17.2,1.7,52.5,서남서,1.2,0,22.2,-
2021-04-19,11.4,23.2,-1.2,55.9,서남서,1,0,25.6,-
2021-04-20,14.6,27.3,1.8,52.8,남남동,0.5,0,24.5,-
2021-04-21,17.5,30.1,5.4,53.6,남남동,0.4,0,23,-
2021-04-22,18.9,28.7,11.2,45.7,동남동,0.9,0,19.7,-
2021-04-23,15.1,19.2,10.3,47.5,동,0.8,0,5.8,-
2021-04-24,15.6,25,8.6,58.4,남,0.5,0,21.4,-
2021-04-25,13.7,22.3,4.3,58.8,동남동,1,0,25.2,-
2021-04-26,11.2,21.4,-0.1,58.5,남동,0.6,0,24.5,-
2021-04-27,13.4,23.4,3.5,57,남서,0.4,0,16.7,-
2021-04-28,15.3,22.1,8.4,54.6,서남서,0.7,0,17.4,-
2021-04-29,14.4,23.6,8.5,60.2,남서,0.6,1,18,-
2021-04-30,14.9,20.9,9.9,53.4,서남서,1.3,0,21.6,-
2021-05-01,10,13.9,6,82.3,서남서,0.6,4.5,6.9,-
2021-05-02,11.3,19.9,5.7,73.5,서남서,0.9,1.5,19,-
2021-05-03,12.8,24.3,2.6,66.8,남남서,0.4,0,25.7,-
2021-05-04,14.2,21,6.3,84.6,남남동,0.5,14,7.9,-
2021-05-05,16.6,21.7,5.8,55.4,서남서,1.2,2,26.9,-
2021-05-06,12.4,23.4,0.4,62.6,남,0.3,0,18.7,-
2021-05-07,13.7,25,4.2,67,서남서,0.7,0,16.2,-
2021-05-08,15.3,26,2.1,55.6,서남서,1,0,26.1,-
2021-05-09,15.5,24.3,5.8,49.8,서남서,1,0,28.1,-
2021-05-10,9.2,11.7,4.1,90.2,동,0.2,12.5,3.5,-
2021-05-11,13,19.2,8.1,83.1,동,0.3,5.5,9.1,-
2021-05-12,15.2,25.2,6,68.2,동남동,0.4,0,25,-
2021-05-13,18.1,29.7,7,67.9,남,0.3,0,26.1,-
2021-05-14,20.5,30.5,10.3,69.1,동남동,0.4,0,24,-
2021-05-15,18.8,22.1,15.3,91.6,동,0.1,3,5.9,-
2021-05-16,20.4,23.7,15.7,95.2,동남동,0.3,28.5,3.5,-
2021-05-17,15.3,16.9,14,95.7,동북동,0.2,11,3.7,-
2021-05-18,16.7,23.5,13.4,88,남남동,0.2,0.5,12.1,-
2021-05-19,18.9,29.4,12,74.2,남남서,0.3,0,26,-
2021-05-20,15.1,17.4,13.3,95.2,동,0.1,10.5,3.3,-
2021-05-21,15.1,17,13.2,92.9,남서,0.2,1.5,3.2,-
2021-05-22,17.8,26.9,9.9,77.7,서남서,0.7,0,26.3,-
2021-05-23,19.3,28.8,11.3,76.7,남서,0.3,0,21.7,-
2021-05-24,20,26.3,11.8,65.8,남서,0.6,0,20.4,-
2021-05-25,13.8,22.7,7.1,70.6,서남서,0.9,2,19.2,-
2021-05-26,14.4,23.1,5.7,68.4,남동,0.3,0,14.2,-
2021-05-27,16.3,23.6,10.2,75.6,남서,0.5,0.5,12.3,-
2021-05-28,13.6,26.1,6.8,85.9,남,0.5,7.5,15.7,-
2021-05-29,17.3,25.5,10.6,68.9,서남서,0.7,0,23,-
2021-05-30,17.8,28.2,7.4,66.9,남동,0.4,0,27,-
2021-05-31,18.5,24.4,14,79.9,동남동,0.3,2.5,14.6,-
2021-06-01,19.7,27.9,12.2,76.6,남남서,0.4,0,22.3,-
2021-06-02,21.9,30.9,14,69,남남동,0.3,0,23.4,-
2021-06-03,17.4,20.5,12.7,93.7,동,0.1,22,5.3,-
2021-06-04,18.9,26.2,11.7,71.6,남서,0.7,1.5,26.2,-
2021-06-05,18.8,29.6,8,72.7,남서,0.5,0,24.1,-
2021-06-06,20.7,28.8,13.4,79.1,남남서,0.3,0,19.9,-
2021-06-07,21.2,28.6,15.8,77.6,남,0.3,0,17.9,-
2021-06-08,23.4,32.3,15.7,67.2,동남동,0.4,0,24.3,-
2021-06-09,24.1,32.9,15.9,65.8,동,0.3,0,25.8,-
2021-06-10,22.6,30.6,15,71,동남동,0.3,0.5,17.8,-
2021-06-11,21.6,27.4,18.7,90.1,동,0.2,11.5,10.4,-
2021-06-12,23.6,30.7,18.8,80.6,동남동,0.3,0,19,-
2021-06-13,23.7,32,17.1,76.9,동남동,0.4,0,23.9,-
2021-06-14,22.8,29.3,18.3,79.1,동,0.4,0,13.7,-
2021-06-15,20.3,23.3,17.1,89.7,동,0.2,2.5,6.4,-
2021-06-16,20.1,24.1,17.4,83.7,동,0.5,2.5,9.6,-
2021-06-17,19.3,22.3,17.2,82.3,동,0.3,0,8.1,-
2021-06-18,20.5,26,17.1,88.4,남남서,0.2,1,8.6,-
2021-06-19,21.5,30.2,15.9,75.5,남,0.3,0,24,-
2021-06-20,22.4,32.7,13.8,68.3,남서,0.4,0,24.8,-
2021-06-21,21.8,30.9,13.9,70.9,남남서,0.6,0,23.3,-
2021-06-22,19.7,25.9,14.2,81,동,0.4,4.5,13.8,-
2021-06-23,18.9,23.5,14.9,87.7,동,0.3,18.5,9,-
2021-06-24,21.4,28.6,16.4,79.4,남,0.3,2,23.8,-
2021-06-25,22.6,31.4,15.6,79.4,남남동,0.3,2,24.3,-
2021-06-26,22,28.4,18.7,84.3,남동,0.2,2,15.5,-
2021-06-27,22.3,29.1,16.7,77.4,동,0.3,0,17,-
2021-06-28,21.5,28.3,17.3,83.1,동,0.3,21.5,15.1,-
2021-06-29,23.2,30.6,16.8,75.5,동남동,0.4,0.5,25.1,-
2021-06-30,22.4,28.8,18.9,86.7,동,0.2,1.5,12.8,-
2021-07-01,24.1,32.9,17.3,73.8,남남동,0.4,0,23.9,-
2021-07-02,22.4,30.6,15.6,77.8,동,0.5,0,20,-
2021-07-03,20.9,24.9,17,90.2,동,0.5,28,6,-
2021-07-04,26.1,32.9,20.4,77.2,남서,0.8,8.5,21.8,-
2021-07-05,22.4,25.9,19.1,87.2,남서,0.3,23,8,-
2021-07-06,22.7,26.2,20.5,93.6,남동,0.1,17.5,6.2,-
2021-07-07,24.1,27.7,21.7,93.9,남남서,0.1,15.5,8.2,-
2021-07-08,24.2,28.4,20.9,89.2,동,0.3,25.5,12.2,-
2021-07-09,24.1,29.7,21,89,동,0.2,6.5,13.6,-
2021-07-10,24.4,32.5,20.4,85.9,남,0.4,16.5,18.2,-
2021-07-11,24.5,31.8,19.6,86.2,남남서,0.3,0.5,20.3,-
2021-07-12,25.9,34.4,20.4,84.2,남남동,0.2,0,23.2,-
2021-07-13,27.3,34.7,22.1,82,남,0.2,0,23.7,-
2021-07-14,27.7,35.3,22.7,80.1,남,0.3,0,26.2,-
2021-07-15,25.1,34.8,20.4,88.9,남동,0.4,4.5,16.4,-
2021-07-16,25.7,32.8,21.2,81.5,동,0.4,0,22.2,-
2021-07-17,24.9,30.3,21.1,83.7,동,0.4,0.5,17.8,-
2021-07-18,25.9,32.6,20.4,80.3,동,0.4,0,21.9,-
2021-07-19,25.8,32,21.6,83.8,남남서,0.2,0,15.2,-
2021-07-20,26.8,34.4,21.7,80.4,남,0.2,0,21.6,-
2021-07-21,25.8,33.7,20,78,동,0.3,0,23.6,-
2021-07-22,25.8,33.4,19.3,79.5,동,0.4,0,22.1,-
2021-07-23,26.4,34.5,20.1,79,동남동,0.3,0,24,-
2021-07-24,26.9,34.7,21,77.1,남남동,0.3,0,22.3,-
2021-07-25,25.8,32.4,19.8,80.2,동,0.4,0,17,-
2021-07-26,26.2,33.6,19.7,76.6,동,0.3,0,19.1,-
2021-07-27,26.6,35.7,19,74.9,동남동,0.4,0,21.6,-
2021-07-28,26,35.9,19.8,81,남동,0.4,5.5,24.6,-
2021-07-29,27,35.6,20.5,78.8,남,0.3,0,24.2,-
2021-07-30,27.8,35.2,21.6,77.8,남남서,0.3,0,20.8,-
2021-07-31,28.4,36.7,21.5,75.4,남남서,0.3,0,23.8,-
2021-08-01,26.7,36.6,23.8,87.1,남남동,0.3,9,13.1,-
2021-08-02,26.3,33.4,23.3,88.1,남서,0.3,3,15.1,-
2021-08-03,27.2,33.3,23.3,85.4,남남서,0.2,0,18,-
2021-08-04,28.3,35.6,23.3,79.1,남남서,0.3,0,24.3,-
2021-08-05,29.2,36.7,23.1,75.9,남서,0.4,0,25.7,-
2021-08-06,28.3,36.9,22.5,75.7,남동,0.5,1.5,21.4,-
2021-08-07,27.5,36.2,21.8,78.6,남남서,0.4,2.5,22.6,-
2021-08-08,24.8,30.8,22,88.4,동,0.2,1,8.7,-
2021-08-09,25.5,33.3,21.1,79.2,남남서,0.4,0.5,18.1,-
2021-08-10,23.9,28.5,20.4,88,남,0.2,17.5,8.6,-
2021-08-11,25.8,32.4,20.9,80.7,남남서,0.3,6,21.6,-
2021-08-12,24.5,32.3,21.4,88,남남동,0.3,2,16.4,-
2021-08-13,24.2,30.4,20.5,84,동,0.2,0,13.6,-
2021-08-14,22.5,27.7,19.7,91,동남동,0.2,7.5,10,-
2021-08-15,22.4,28,18.5,86.3,동남동,0.3,0,12.4,-
2021-08-16,22.8,28.4,18.5,80.2,동,0.4,0,17.4,-
2021-08-17,23.1,29.6,18.7,78.5,동남동,0.5,0,17.4,-
2021-08-18,22.3,27.5,19,85.8,동,0.3,4.5,11.1,-
2021-08-19,21.9,27.1,18.4,89.8,남남서,0.2,1.5,10.3,-
2021-08-20,24,31.2,19.9,82.1,동남동,0.3,0.5,16.1,-
2021-08-21,22.1,24.9,20,95.3,동,0.3,17,3.3,-
2021-08-22,23.8,29.8,20.1,85.9,남서,0.3,0.5,14,-
2021-08-23,22,24.3,20.4,96.2,동,0.1,36.5,3.9,-
2021-08-24,22.9,28.9,20.5,95.8,동남동,0.2,36.5,5.6,-
2021-08-25,23.4,26.5,21.3,94.9,동,0.1,2.5,5.2,-
2021-08-26,24.1,31.9,19.9,86.6,남동,0.2,0,17.3,-
2021-08-27,21.7,24.9,19.8,95.5,남남서,0.2,20,5.1,-
2021-08-28,23,29.9,19.4,84.6,남,0.2,0,19.3,-
2021-08-29,21.2,23.5,19.5,94.6,남,0.1,10,4.5,-
2021-08-30,22.5,26.8,19.7,88.8,남남동,0.1,0,10.4,-
2021-08-31,21.7,25.4,19.7,92.2,동,0.2,8.5,6.5,-
2021-09-01,20.3,22,19.2,96.2,남동,0.1,54,2.5,-
2021-09-02,20.8,25,18.3,90,동,0.1,0,7.2,-
2021-09-03,20.3,24.7,16.3,87.2,동,0.2,0,9.3,-
2021-09-04,19.8,27.9,14.6,83.1,동남동,0.2,0,16.4,-
2021-09-05,19.5,25.8,14.1,86,동,0.2,0.5,11.9,-
2021-09-06,20.2,25,17.4,87.1,동,0.4,4,9.3,-
2021-09-07,20.5,23.3,18,96.3,-,0,11,4.1,-
2021-09-08,22,28,16.8,84.2,서남서,0.5,0,17,-
2021-09-09,20.7,28.6,15.9,87,남,0.2,0,14.9,-
2021-09-10,21.4,28,18,88.5,남서,0.2,0,9.9,-
2021-09-11,21.5,30.5,16.6,82.3,남,0.2,0,20.9,-
2021-09-12,21.9,30,15.6,80.3,동남동,0.4,0,18.7,-
2021-09-13,20.7,27.5,16.2,82.6,동,0.4,0,12.6,-
2021-09-14,19.4,24.2,15.5,84.8,동,0.2,0,6.5,-
2021-09-15,19.5,27.3,13.5,77.2,동남동,0.6,0,18.4,-
2021-09-16,19.8,26.7,12.4,79,동,0.5,0,16.9,-
2021-09-17,18.9,21.4,17.2,90.5,동남동,0.3,29.5,3.9,-
2021-09-18,19.5,27.3,15.3,87,남동,0.2,0,13.8,-
2021-09-19,19.8,28.1,14.7,81.7,남동,0.2,0,18.4,-
2021-09-20,19.9,27.1,13.1,82,동,0.5,0,13.2,-
2021-09-21,20.4,24.2,17.2,95.1,동,0.3,10,4.7,-
2021-09-22,21.2,28.2,15.6,83.7,남서,0.5,0,14.1,-
2021-09-23,18.4,25.7,11.8,80,남서,0.6,0,15,-
2021-09-24,18.4,26.2,13.4,84.5,동남동,0.3,0,13.5,-
2021-09-25,18,23.9,13.3,89.2,동,0.3,0,6.7,-
2021-09-26,18.6,25.5,13.9,80.2,동남동,0.4,0,11.7,-
2021-09-27,19.3,25.5,14.6,79.8,동남동,0.3,0,10.4,-
2021-09-28,19.9,25.8,16.1,85.8,남동,0.2,0,8.5,-
2021-09-29,21.2,28,18.6,92.2,남남서,0.2,11.5,7.3,-
2021-09-30,20.9,28.1,15.3,85.1,남,0.2,2,15.6,-
2021-10-01,18.4,27,13.8,88.4,남남서,0.3,0,13.1,-
2021-10-02,19.5,27.6,14.3,81,남서,0.4,0,15.7,-
2021-10-03,18.8,29.3,12.9,84.4,남남서,0.3,0,15,-
2021-10-04,20.1,29.5,11.8,85.5,남남서,0.3,0,12.4,-
2021-10-05,21,29.7,15.4,82.4,남서,0.4,0,14.6,-
2021-10-06,19.3,24,14.1,85.5,동,0.2,0,6.3,-
2021-10-07,20.5,27.1,15.5,82.5,남남서,0.4,0,10.7,-
2021-10-08,20.1,24.3,17.4,91.2,남서,0.2,0.5,4.4,-
2021-10-09,21.2,27,17.6,87.5,동,0.2,0,8.4,-
2021-10-10,21.8,29.8,16.2,86.6,남남서,0.3,0,10.6,-
2021-10-11,15.9,22.6,13.6,93.8,서남서,0.4,26.5,1.5,-
2021-10-12,15,17.2,13.5,91.1,남동,0.1,2,3.4,-
2021-10-13,16.5,21.9,13.7,89.2,동,0.1,0,6.2,-
2021-10-14,16.9,24.7,12.4,86.4,남서,0.4,0,10.9,-
2021-10-15,17.3,22.2,13.3,88.7,남남서,0.2,8.5,6.9,-
2021-10-16,13.4,16.8,5.8,73.5,서남서,0.7,12.5,4.2,-
2021-10-17,5.1,13.2,-1.5,65.6,남남서,0.5,0,14.2,-
2021-10-18,5.7,16.6,-1.4,76.3,남,0.2,0,12.7,-
2021-10-19,8.3,17.1,2.6,83,남서,0.4,0,9.4,-
2021-10-20,7,16.1,1.9,81.8,남남동,0.2,0,10.8,-
2021-10-21,7.2,17.8,0.3,86.2,남,0.2,0,10.2,-
2021-10-22,8.7,18,3.6,83.9,남서,0.4,1,10.9,-
2021-10-23,7.9,18,2.3,84.3,남동,0.2,0,11.1,-
2021-10-24,7.1,18.4,0.8,79.5,남,0.2,0,11.5,-
2021-10-25,7.8,18.7,-0.1,80.9,남,0.2,0,11.9,-
2021-10-26,8.1,18.6,1.4,83.9,남남동,0.2,0,10.4,-
2021-10-27,10.1,20.4,3.2,79.2,남서,0.4,0,10.2,-
2021-10-28,9,20.8,-0.5,76.8,남동,0.3,0,11.2,-
2021-10-29,9.3,18.3,2,79.3,동남동,0.3,0,8.5,-
2021-10-30,8.8,16.8,2.9,85.3,남동,0.1,0,6.2,-
2021-10-31,9.7,19.6,4.7,85.6,남남동,0.2,0,9.3,-
2021-11-01,9.9,19.6,3.8,81.8,남서,0.4,0,8.8,-
2021-11-02,8.1,18.1,1.6,82.4,남남서,0.4,0,8.6,-
2021-11-03,8.1,18.4,1.1,80.1,남남서,0.2,0,8.9,-
2021-11-04,8.1,19.8,0.4,79.2,남남동,0.3,0,9.5,-
2021-11-05,8.6,19.4,-0.4,82.7,남동,0.2,0,8.8,-
2021-11-06,9.2,20.5,1.9,79.9,남동,0.3,0,9.2,-
2021-11-07,10.1,21.1,2.5,77.8,동남동,0.6,0,8.8,-
2021-11-08,8.3,13.3,5.4,86.5,서남서,0.8,21.5,1.1,-
2021-11-09,7.6,12.6,3.8,69.1,서남서,0.9,0,5,-
2021-11-10,5.5,7.7,2,81.6,서남서,0.7,1,3.2,-
2021-11-11,6.3,11.9,-0.2,71.1,서남서,1.1,0,9.1,-
2021-11-12,4,9.5,-2.7,72.4,서남서,1,0,8,-
2021-11-13,3.6,14.2,-4.8,79,서남서,0.5,0,9.7,-
2021-11-14,5.5,16.6,-2.1,80.8,남,0.3,0,8.5,-
2021-11-15,5.5,16.5,-1.9,78.8,남남서,0.2,0,9,-
2021-11-16,4.7,16.3,-2.5,74.2,남남서,0.5,0,8.4,-
2021-11-17,4.1,14.1,-4.3,73.2,남서,0.4,0,8.8,-
2021-11-18,6.1,17.1,-1.7,79.2,남서,0.4,0,8.2,-
2021-11-19,7,18,-0.4,83.2,서남서,0.5,0,7.8,-
2021-11-20,6.5,17.1,1.7,88.4,남남동,0.3,0,6.3,-
2021-11-21,6.7,15,0.7,87.5,남동,0.2,0,4.8,-
2021-11-22,5.7,9.6,-0.3,64.9,서남서,1.7,0,3.8,-
2021-11-23,2.5,5.3,-2.4,56.1,서남서,1.4,0,7.8,-
2021-11-24,3.7,12.2,-2.5,62.5,서남서,0.8,0,6.3,-
2021-11-25,4.5,14.9,-3.3,65,서남서,0.8,0,7.2,-
2021-11-26,1.9,11.1,-5.6,64.3,서남서,0.8,0,8.4,-
2021-11-27,-0.1,10.7,-7.3,69,동남동,0.2,0,8,-
2021-11-28,0.6,13,-8.1,70.4,남남서,0.2,0,8,-
2021-11-29,2.3,14.6,-7.1,67.6,남남동,0.3,0,8.1,-
2021-11-30,2.5,8.5,-2.9,86.5,서남서,1,14,1.1,-
2021-12-01,1.1,3.9,-4.2,43.2,서남서,2.3,0,8,-
2021-12-02,-2.1,7,-9.7,67,서남서,0.5,0,7.9,-
2021-12-03,1.6,9.2,-4.5,65.2,서남서,1.1,0,6.8,-
2021-12-04,-0.7,8.5,-8,69.2,남서,0.8,0,7.2,-
2021-12-05,-0.5,11.1,-7.6,79.2,남남서,0.2,0,7.3,-
2021-12-06,1.8,13,-6.2,79.7,남남동,0.2,0,7.4,-
2021-12-07,3.1,13.8,-3.2,80.9,남남동,0.2,0,6.5,-
2021-12-08,2.1,13.2,-4.3,82.6,남남동,0.3,0,6.6,-
2021-12-09,2.5,11.9,-5,84.3,남,0.3,0,6.2,-
2021-12-10,3.6,10.6,-1.9,88.3,서남서,0.2,0,4.1,-
2021-12-11,4.9,12.3,0.3,85,동남동,0.3,0,5.2,-
2021-12-12,3.8,10.3,-1.9,61.3,서남서,1.3,0,5.7,-
2021-12-13,-2.6,4.6,-8.7,45.6,서남서,0.9,0,7.3,-
2021-12-14,-1.6,8.3,-10.8,68,남서,0.5,0,6,-
2021-12-15,3.1,14,-4.5,77.6,남남서,0.4,0,6.6,-
2021-12-16,2.4,11,-2.1,85,동남동,0.3,0,3,-
2021-12-17,-1.3,5.6,-8.1,41.8,서남서,2.4,0,7.3,-
2021-12-18,-6.5,1.9,-14.8,51.5,남서,0.7,0,7.2,-
2021-12-19,-1.5,5.1,-7.8,57.9,서남서,1.3,0,7.1,-
2021-12-20,0.6,11.9,-8.4,68.3,서남서,0.5,0,5.6,-
2021-12-21,1.9,13.6,-5.1,76.4,남서,0.5,0,6.1,-
2021-12-22,-1.1,10.9,-8,68,남동,0.2,0,6.8,-
2021-12-23,-1.9,9.7,-9.9,67.6,남서,0.3,0,6.7,-
2021-12-24,1.4,8.8,-5.2,67.1,서남서,0.7,0,5.6,-
2021-12-25,-5.7,0,-10.4,35.1,서남서,2.1,0,7.4,-
